,House Request,Senate Request,Pre-reduction Amt. (Omni),Final Amount,Budget Request,Description,City/Location,County,State,Bill,Bill Section,Bill Subsection,Project Heading (Defense Bill Only),House Requesting Member(s),House Party,House State,Dist.,Senate Requesting Member(s),Senate Party,Senate State,Presidential Earmarks,Undisclosed,Intended Recipient or Location,Notes,is_pork
128,1000000,2500000,,2000000,,ONAMI Nanoelectronics and Nanometrology Initiative,Corvalis,,OR,Defense,RDTE,Navy,Defense Research Sciences,Blumenauer; DeFazio; Hooley; Wu,D; D; D; D,OR; OR; OR; OR,,Smith; Wyden,R; D,OR; OR,,,Oregon Nanoscience & Microtechnologies Institute,,0
129,400000,,,376000,,"Raleigh, NC Police department Interoperable Communications Technology",Raleigh,,NC,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,"Etheridge; Price, David",D; D,NC; NC,,Burr; Dole,R; R,NC; NC,,,,,0
130,250000,,,352500,,"Rockland County Youth Bureau Gang Prevention, New Square, NY",New Square,Rockland,NY,"Commerce, Justice & Science",Department of Justice,Juvenile Justice,,"Engel; Hall, John",D; D,NY; NY,,,,,,,,,0
131,,5900000,,5420000,,Advanced Cavitation Power Technology ,,,UNK,Defense,RDTE,Army,Army Missile Defense Systems Integration (Non Space) ,,,,,Cochran,R,MS,,,,,0
132,,36000000,,36000000,36000000,Barracks (Grow the Force),Fort Richardson,,AK,Military Construction,Military Construction Project Listing,Army,,,,,,,,,President-Solo,,,,0
133,,500000,500000,492000,0,Council on Energy Resource Tribes,Denver, ,CO,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,,,,,Salazar,D,CO,,,,,0
134,,250000,243000,238755,,"Deaf West Theatre, North Hollywood, CA, for cultural experiences for the deaf",North Hollywood,,CA,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,,,,,Boxer,D,CA,,,,,0
135,375000,,375000,367500,,Discovery Trail- Long Beach to Port of Ilwaco,,,WA,Transportation and Housing & Urban Development,Transportation,FHWA; Federal Lands (Public Lands Highways),,Baird,D,WA,,Cantwell; Murray,D; D,WA; WA,,,,,0
136,,100000,83000,81550,,"Oklahoma Foundation for Kidney Disease, Oklahoma City, OK, for telehealth applications",Oklahoma City,,OK,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,,,,,Inhofe,R,OK,,,,,0
137,,3600000,,2900000,,Polymer Stress and Sensor Damage Sensors for Composites,,,UNK,Defense,RDTE,Air Force,Materials,,,,,Cochran,R,MS,,,,,0
138,231000,,,282000,,"Rockland Small Business Development Center, Small Business Employment Assistance",Spring Valley,,NY,Financial Services,Small Business Administration,,,Engel,D,NY,17,,,,,,,,0
139,,100000,81000,79585,,"Saint Louis SCORES, St. Louis, MO, to expand after school programs",St. Louis,,MO,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,,,,,Bond,R,MO,,,,,0
140,,,955000,948000,,Soap Creek Watershed,,,IA,Ag-Rural Development-FDA,Conservation Programs,Natural Resources Conservation Service; Watershed and Flood Prevention Operations,,Loebsack,D,IA,,Harkin,D,IA,,,,,0
141,,12000000,,12000000,0,"C-5 Parking Apron, Phase 2 ",Eastern West Virginia Regional Airport - Shepherd Field,,WV,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Byrd,D,WV,,,,,0
142,,,,7300000,,Fire Crash/Rescue Station,Barnes Air National Guard Base,,MA,Military Construction,Military Construction Project Listing,Air National Guard,,Olver,D,MA,1,,,,,,,,0
143,500000,1000000,1000000,984000,,Iowa Central Community College Renewable Fuels Lab (IA),,,IA,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,Latham,R,IA,4,Grassley; Harkin,R; D,IA; IA,,,,,0
144,50000,,50000,49000,,Lake Erie College for construction associated with the Austin Hall of Science Renovation Project,Painesville,,OH,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,LaTourette,R,OH,,,,,,,,,0
145,1000000,,1000000,984000,,One kilowatt biogas fueled solid oxide fuel cell stack (NY),,,NY,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,Higgins,D,NY,,Clinton; Schumer,D; D,NY; NY,,,,,0
146,,1500000,,1200000,,Portable Flexible Communication Display Devices,,,UNK,Defense,RDTE,Army,"Command, Control, Communications Technology",Bartlett; Cummings; Marshall,R; D; D,MD; GA,,Lautenberg; Menendez; Mikulski,D; D; D,NJ; NJ; MD,,,,,0
147,,1500000,,1200000,,Second Source Tires for JLTV,,,UNK,Defense,RDTE,Army,Light Tactical Wheeled Vehicles,Boyda; Tiahrt,D; R,KS; KS,,Brownback,R,KS,,,,,0
148,100000,,,164500,,"South Coast InterAgency Narcotics Team, Oregon Meth Enforcement",,,OR,"Commerce, Justice & Science",Department of Justice,COPS; Meth,,DeFazio,D,OR,,,,,,,,,0
149,1500000,,1500000,1476000,,Stripper Well Consortium (PA),,,PA,Energy & Water,Department of Energy,Congressionally Directed Fossil Energy Research & Development Projects,,"Peterson, John",R,PA,,,,,,,,,0
150,100000,,100000,98000,,"United Teen Equality Center, for renovation and build out of a youth center",Lowell,,MA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Meehan,D,MA,,,,,,,,,0
151,,7600000,,7600000,7600000,C-5 Squadron Operations Facility,Eastern West Virginia Regional Airport - Shepherd Field,,WV,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Byrd,D,WV,President and Member(s),,,,0
152,,16840000,,16840000,16840000,Consolidated Communications/Electronics Shop (Grow the Force),Camp Pendleton,,CA,Military Construction,Military Construction Project Listing,Navy,,,,,,,,,President-Solo,,,,0
153,,7632000,7031000,6919000,,Cougar Lake (Willamette River Temperature Control),,,OR,Energy & Water,Corps of Engineers,"Construction, General",,,,,,,,,,Undisclosed,,This project was shifted from O&M to construction. ,0
154,,2244000,2110000,2110000,,Delaware Lake,,,OH,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,,,,,O & M-Undisclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
155,8650000,4900000,8650000,8512000,4900000,Hamilton Airfield Wetlands Restoration,,,CA,Energy & Water,Corps of Engineers,"Construction, General",,Pelosi; Woolsey,D; D,CA,,Boxer; Feinstein,D; D,CA; CA,President and Member(s),,,,0
156,,4580000,4306000,4306000,,New York Harbor,,,NY,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Clinton; Lautenberg; Menendez; Schumer,D; D; D; D,NY; NJ; NJ; NY,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
157,215000,,209000,205349,,"North Arkansas College, Harrison, AR for technology upgrades",Harrison,,AR,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Boozman,R,AR,,Lincoln; Pryor,D; D,AR; AR,,,,,0
158,,1400000,651000,651000,,Onancock River,,,VA,Energy & Water,Corps of Engineers,Operation & Maintenance,,Drake,R,VA,,Warner; Webb,R; D,VA; VA,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
159,4250000,,,3400000,,Portable Mobile Emergency Broadband Systems (PMEBS),Malvern,,PA,Defense,RDTE,Army,Electronic Warfare Advanced Technology,Gerlach; Sestak,R; D,PA,,Casey; Specter,D; R,PA; PA,,,Rajant Corporation ,,0
160,100000,,97000,95305,,"Springfield Public School District No. 19, Springfield, OR for an Academy of Arts and Academics",Springfield,,OR,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,DeFazio,D,OR,,Wyden,D,OR,,,,,0
161,,1500000,,1500000,1500000,C-5 Munitions Storage Complex,Memphis IAP,,TN,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Alexander; Corker,R; R,TN; TN,President and Member(s),,,,0
162,,400000,400000,394000,,Center for Bottomland Hardwoods,,,MS,Interior,Forest Service,Research,,,,,,Cochran,R,MS,,,,,0
163,25000000,21871000,22000000,21657000,21757000,Great Lakes National Program Office ,,,IL,Interior,Environmental Protection Agency,Environmental Programs and Management,,,,,,,,,President-Solo,,,,0
164,500000,,1000000,980000,,Hugh White State Park Access Road,Grenada,,MS,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,Wicker,R,MS,,,,,,,,,0
165,,1750000,,1562750,,"Northwest Straits Citizens Advisory Commission, citizen-driven environmental protection, Washington St. Department of Ecology",Olympia,,WA,"Commerce, Justice & Science",Department of Commerce,NOAA; NOS,,Larsen,D,WA,,Cantwell; Murray,D; D,WA; WA,,,,,0
166,312000,,234000,232000,,"Olive Fruit Fly, CA",,,CA,Ag-Rural Development-FDA,Agriculture,Animal and Plant Health Inspection Service,,"Thompson, Mike",D,CA,1,,,,,,,,0
167,2000000,,,1600000,,On-Demand Custom Body Implants/Prostheses for Injured Personnel,Dearborn,,MI,Defense,RDTE,Navy,Medical Development,Dingell,D,MI,,Levin; Stabenow,D; D,MI; MI,,,University of Michigan-Dearborn,,0
168,,2000000,,1600000,,Post-IED Craniofacial Injury Reconstruction ,,,UNK,Defense,RDTE,Army,Medical Advanced Technology,,,,,Mikulski,D,MD,,,,,0
169,400000,,400000,394000,,The Borough of Sussex for the Hamburg Avenue Water Line,,,NJ,Interior,Environmental Protection Agency,State and Tribal Assistance Grants,,Garrett,R,NJ,5,,,,,,,,0
170,,1000000,,1000000,,Wheeling Park Commission for a conference center at National Training Center for Public Facility Managers,Wheeling,,WV,Financial Services,Small Business Administration,Salaries and Expenses,,,,,,Byrd,D,WV,,,,,0
171,,102000000,,102000000,102000000,"Brigade Complex, Increment 2",Fort Lewis,,WA,Military Construction,Military Construction Project Listing,Army,,,,,,Cantwell; Murray,D; D,WA; WA,President and Member(s),,,,0
172,,,,26410000,,Center for Weather & Climate Prediction - Construction,,,MD,"Commerce, Justice & Science",Department of Commerce,NOAA; NWS,,,,,,,,,,Undisclosed,,,0
173,,3000000,,1600000,,Distributed Maritime Surveillance System,,,UNK,Defense,RDTE,Navy,Integrated Surveillance System,,,,,Hutchison,R,TX,,,,,0
174,446000,150000,335000,333000,,"Grass Seed Cropping for sustainable agriculture, ID, OR, WA",,,ID; OR; WA,Ag-Rural Development-FDA,Agriculture,CSREES; Special Research Grants,,Blumenauer; Dicks; Hooley; Larsen; Simpson; Wu,D; D; D; D; R; D,OR; WA; OR; WA; ID; OR,,Cantwell; Craig; Crapo; Murray; Smith; Wyden,D; R; R; D; R; D,WA; ID; ID; WA; OR; OR,,,"University of Idaho, Oregon State University, Washington State University",,0
175,500000,,500000,492000,,Jacksonville University Marine Science Research Institute (FL),,,FL,Energy & Water,Department of Energy,Congressionally Directed Science projects,,"Brown, Corrine; Crenshaw",D; R,FL; FL,,,,,,,,,0
176,,3200000,,3200000,3200000,Milstar Beddown - Relocate Base Access Road ,McGhee Tyson Airport ,,TN,Military Construction,Military Construction Project Listing,Air National Guard,,,,,,Alexander; Corker,R; R,TN; TN,President and Member(s),,,,0
177,500000,,500000,490000,,MN TH38 Improvements,,,MN,Transportation and Housing & Urban Development,Transportation,FHWA; Federal Lands (Public Lands Highways),,Oberstar,D,MN,,,,,,,,,0
178,5000000,3000000,,4400000,,Portable Rapid Bacterial Warfare Detection Unit,Ames,,IA,Defense,RDTE,Defense Wide,Chemical and Biological Defense Program,Boswell; Latham,D; R,IA; IA,,Grassley; Harkin,R; D,IA; IA,,,Advanced Analytical Technologies Inc.,,0
179,250000,,,423000,,"United Keetowah Band of Cherokee Indians, OK Police Technology and Equipment Enhancement",,,OK,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,Boren,D,OK,,,,,,,,,0
180,,3000000,3000000,2952000,0,"University of Vermont, research in agricultural, environmental, and biological sciences",Burlington,,VT,Energy & Water,Department of Energy,Congressionally Directed Science projects,,,,,,Leahy,D,VT,,,,,0
181,6300000,,6300000,6202000,6300000,"White Mountain National Forest, Administrative Site",,,NH,Interior,Forest Service,Construction,,,,,,,,,President-Solo,,,,0
182,150000,,243000,238755,,"Brookdale Community College, Lincroft, NJ for workforce training programs through its Center for Excellence in Technology, Telecommunications and Economic Development",Lincroft,,NJ,Labor-HHS-Education,Department of Labor ,Employment and Training Administration ,,Holt,D,NJ,,,,,,,,,0
183,400000,,2000000,1960000,,"Chattanooga, airport taxiway relocation and reconstruction",Chattanooga,,TN,Transportation and Housing & Urban Development,Transportation,FAA; Airport Improvement Program,,Wamp,R,TN,3,,,,,,,,0
184,250000,,250000,245000,,City of Hammond for fire protection water services,City of Hammond,,LA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Jindal,R,LA,,Landrieu,D,LA,,,,,0
185,361805,,362000,359000,,"Cotton Pathology, Shatter, CA",Shafter,,CA,Ag-Rural Development-FDA,Agriculture,Agricultural Research Service; Salaries and Expenses,,"McCarthy, Kevin",R,CA,,Feinstein,D,CA,,,,,0
186,,1500000,1050000,1029000,,"Erie International Airport, extend Runway 06-24",,,PA,Transportation and Housing & Urban Development,Transportation,FAA; Airport Improvement Program,,,,,,Specter,R,PA,,,,,0
187,225000,,219000,215174,,"Jacob Burns Film Center, Pleasantville, NY for education programs",Pleasantville,,NY,Labor-HHS-Education,Department of Education,Fund for the Improvement of Education,,Lowey,D,NY,18,,,,,,,,0
188,375000,,,352500,,"Pigeon Forge, TN Police Department",Pigeon Forge,,TN,"Commerce, Justice & Science",Department of Justice,COPS; Technology,,"Davis, David",R,TN,,,,,,,,,0
189,,2000000,,1600000,,SkyPure-Water from Air ,,,UNK,Defense,RDTE,Army,Combat Vehicle and Automotive Technology,"Wilson, Heather",R,NM,1,Domenici,R,NM,,,,,0
190,450000,,750000,735000,,State Road 982/Talbotton Road Improvements,Columbus,,GA,Transportation and Housing & Urban Development,Transportation,FHWA; Surface Transportation Priorities,,"Bishop, Sanford",D,GA,2,,,,,,,,0
191,225000,,219000,215174,,"White Plains Hospital Center, White Plains, NY for facilities and equipment",White Plains,,NY,Labor-HHS-Education,Department of Health and Human Services,Health Resources and Services Administration ,,Lowey,D,NY,18,,,,,,,,0
192,2000000,,,1800000,,Acquisition of 17 M916A3,Colchester,,VT,Defense,Operation and Maintenance,Army Reserve National Guard,undistributed,Welch,D,VT,1,,,,,,Vermont Army National Guard,,0
193,150000,,150000,147000,,"Council on Aging of Sonoma County, for construction, renovation and build out of a multipurpose facility for seniors",Santa Rosa,,CA,Transportation and Housing & Urban Development,HUD,Economic Development Initiatives,,Woolsey,D,CA,,,,,,,,,0
194,,2177000,2068000,2068000,,Jemez Canyon Dam,,,NM,Energy & Water,Corps of Engineers,Operation & Maintenance,,,,,,Bingaman; Domenici,D; R,NM; NM,,O & M-Disclosed,,"Senate describes O & M earmarks as Presidential earmarks, but they were not in the  2008 budget",0
195,,5000000,,4000000,,Low-Earth Orbit Nanosatellite Integrated Defense Autonomous Systems ,,,UNK,Defense,RDTE,Air Force,Army Missile Defense Systems Integration (Non Space) ,Hirono,D,HI,,Inouye,D,HI,,,,,0
196,250000,,292000,286899,,"New College of Florida, Sarasota, FL for the Strategic Languages Resource Center, including purchase of equipment",Sarasota ,,FL,Labor-HHS-Education,Department of Education,Fund for the Improvement of Postsecondary Education,,Buchanan,R,FL,,,,,,,,,0
197,,1000000,,893000,,"New York Center for National Competitiveness in Nanoscale Characterization (NC)3, for a partnership between the National Institute for Science and Technology (NIST) and the College of Nanoscale Science and Engineering (CNSE), University at Albany-SUNY",Albany,,NY,"Commerce, Justice & Science",Department of Commerce,NIST,,McNulty,D,NY,,Clinton; Schumer,D; D,NY; NY,,,,,0
198,200000,,312000,306549,,"Orange County's Primary Care Access Network, Orlando, FL for a health care access network",Orlando,,FL,Labor-HHS-Education,Department of Health and Human Services,Center for Medicare and Medicaid Services,,"Brown, Corrine",D,FL,,"Nelson, Bill",D,FL,,,,,0
199,250000,,250000,245000,,PACE South Suburban Signal Transit Signal Priority,,,IL,Transportation and Housing & Urban Development,Transportation,FTA; Buses and Bus Facilities,,Jackson,D,IL,,Obama,D,IL,,,,,0
200,5000000,6000000,,5000000,,Project SOAR,Cedar Falls,,IA,Defense,General Provisions,,Section 8084,Braley; Pelosi,D; D,IA; CA,,Grassley; Harkin,R; D,IA; IA,,,University of Northern Iowa,,0
201,,400000,400000,394000,0,Sustainable Buildings Project at the University of Louisville,,,KY,Energy & Water,Department of Energy,Congressionally Directed Energy Efficiency and Renewable Energy Projects,,,,,,McConnell,R,KY,,,,,0
202,231000,,,282000,,"ARISE Foundation, Life-Management Skills Intervention/Re-entry Program for High Risk Youth",Washington,,DC,Financial Services,District of Columbia,,,Wasserman Schultz,D,FL,20,,,,,,,,0
